Name,Position,Bye,Value,PTS,PTSespn,PTSmax,minRank,PTSmax_std,minRank_std,Sum_std,Team,Rank,Tier,PosRank,AvgRank,BestRank,WorstRank,RankStdDev,ADP,vsADP,PassYDS,PassTDS,REC,RecYDS,RecTDS,ATT,RushYDS,RushTDS
PatrickMahomes,QB,12,100,26.1,27.444,27.444,12,4.091075454,1.810605916,5.90168137,KC,34,4,1,35.1,13,65,9.2,12,-22,318.6,3.1,0,0,0,3.8,17,0.1
SaquonBarkley,RB,11,94.65949905,18.4,24.38,24.38,1,3.521549808,1.904828457,5.426378265,NYG,1,1,1,1.6,1,6,0.9,1,0,0,0,5.7,45.1,0.3,16.3,81.7,0.7
ToddGurley,RB,9,89.56181625,22.4,22.08,22.4,11,3.153514305,1.819171601,4.972685906,LAR,18,3,11,16.7,2,64,9.4,11,-7,0,0,4.2,41.4,0.3,18.3,89.4,1.2
DeshaunWatson,QB,10,86.14018512,20.7,22.052,22.052,39,3.088829277,1.579332407,4.668161684,HOU,49,5,2,52.6,26,83,8.7,39,-10,260.3,1.6,0,0,0,6.2,34.4,0.3
MattRyan,QB,9,86.09862106,22.1,23.092,23.092,62,3.282140854,1.38232164,4.664462494,ATL,70,6,5,73.8,25,121,14.9,62,-8,307.8,2.2,0,0,0,2.1,7.8,0.2
BenRoethlisberger,QB,7,82.41646126,21.3,23.034,23.034,99,3.271360016,1.065391275,4.336751291,PIT,107,7,14,111.8,64,168,19.4,99,-8,320.6,2.1,0,0,0,1.9,6.1,0.2
AlvinKamara,RB,9,81.65628379,18.2,17.82,18.2,2,2.372832936,1.896262771,4.269095707,NO,2,1,2,2.6,1,11,1,2,0,0,0,5.4,47.3,0.3,12.9,58.9,0.9
CamNewton,QB,7,81.35826226,20.2,21.79,21.79,83,3.04012963,1.202442244,4.242571874,CAR,83,7,7,84.6,32,149,14.4,89,6,242.5,1.7,0,0,0,7.2,34.9,0.3
AaronRodgers,QB,11,80.63350031,19.5,19.784,19.784,47,2.667261338,1.510806923,4.178068261,GB,55,5,3,59.2,32,92,9.9,47,-8,277.6,1.6,0,0,0,2.7,16.8,0.1
DrewBrees,QB,9,80.56200656,20.3,20.994,20.994,74,2.892171923,1.279533413,4.171705336,NO,92,7,9,95.6,32,164,16.2,74,-18,266.1,2.1,0,0,0,2.1,1.5,0.3
JaredGoff,QB,9,79.99707385,19.4,21,21,80,2.893287182,1.2281393,4.121426482,LAR,94,7,10,96.9,56,230,14.7,80,-14,293,2,0,0,0,2.7,6.8,0.1
ChristianMcCaffrey,RB,7,79.91810767,17.4,17.08,17.4,2.7,2.224131723,1.890266791,4.114398514,CAR,3,1,3,2.7,1,12,1.2,3,0,0,0,6.7,54.2,0.4,13.7,68.6,0.4
MelvinGordon,RB,12,79.54084931,18.8,18.06,18.8,37,2.484358846,1.596463778,4.080822624,LAC,44,5,23,44,5,146,18.5,37,-7,0,0,4.2,40.8,0.3,14.6,73.8,0.8
JamesConner,RB,7,79.29540799,17.3,17.3,17.3,7,2.205544071,1.853434343,4.058978414,PIT,8,2,7,9.4,2,57,5.5,7,-1,0,0,4.2,38.2,0.1,16.5,74.8,0.9
EzekielElliott,RB,8,78.85316252,16.8,16.95,16.95,4,2.14048729,1.8791314,4.01961869,DAL,6,2,6,7.7,1,67,8.3,4,-2,0,0,5.1,37.8,0.2,20.3,95.7,0.4
BakerMayfield,QB,7,78.41795673,17.1,19.184,19.184,57,2.555735428,1.425150067,3.980885495,CLE,68,6,4,70.3,47,120,11.4,57,-11,266.1,1.9,0,0,0,2.8,9.4,0
JameisWinston,QB,7,77.90963649,17.8,20.83,20.83,98,2.861688174,1.073956961,3.935645135,TB,98,7,11,99.8,50,147,16.3,101,3,272,1.7,0,0,0,4.5,25.5,0.1
CarsonWentz,QB,10,77.61703948,17.5,19.63,19.63,75,2.638636354,1.270967728,3.909604082,PHI,78,6,6,82.5,54,161,14.8,75,-3,279.5,1.9,0,0,0,3.1,8.5,0
RussellWilson,QB,11,77.33196668,18.7,19.77,19.77,81,2.664659067,1.219573615,3.884232682,SEA,86,7,8,87.5,42,138,16.8,81,-5,215.5,2.2,0,0,0,4.2,23.5,0
TyreekHill,WR,12,74.93322484,15.1,15.58,15.58,15,1.885836463,1.784908859,3.670745322,KC,16,2,5,15.4,7,27,4.5,15,-1,0,0,5.4,92.4,0.8,1.4,9.4,0.1
MitchTrubisky,QB,6,74.32161543,18.8,20.218,20.218,122,2.747931746,0.868380508,3.616312254,CHI,122,8,18,132.5,64,215,24.5,143,21,230.2,1.7,0,0,0,4.9,30.1,0.2
DakPrescott,QB,8,74.23179293,17.9,19.622,19.622,110,2.637149342,0.971168735,3.608318077,DAL,110,7,15,113.3,59,225,19.7,121,11,242.8,1.4,0,0,0,4.7,19.1,0.4
DavanteAdams,WR,11,73.54749229,14.6,14.64,14.64,9,1.711112537,1.836302972,3.547415509,GB,9,2,2,10.3,4,24,2.8,9,0,0,0,7.4,92.4,0.9,0,0,0
TomBrady,QB,10,73.41430687,17.5,18.908,18.908,103,2.50443351,1.031128533,3.535562043,NE,121,8,17,129.5,80,176,18.1,103,-18,272.2,1.8,0,0,0,1.4,2.2,0.1
JoeMixon,RB,9,73.18340153,14.3,14.65,14.65,13,1.712971302,1.80204023,3.515011532,CIN,13,2,9,14.3,5,35,6.1,17,4,0,0,3.1,21.1,0.1,16.9,83.4,0.6
KirkCousins,QB,12,72.9802762,17.6,19.714,19.714,125,2.654249982,0.842683452,3.496933434,MIN,125,8,19,131.6,83,193,22,134,9,268.6,1.9,0,0,0,2.8,7.7,0.1
DeAndreHopkins,WR,10,72.57493878,13.7,13.99,13.99,5,1.590292802,1.870565714,3.460858516,HOU,7,2,1,8.5,4,17,2.2,5,-2,0,0,7.2,98.3,0.7,0.1,-0.4,0
KareemHunt,RB,7,72.38607097,18.6,18.13,18.6,107,2.447183542,0.996865791,3.444049333,CLE,149,9,55,160.9,76,249,40.1,107,-42,0,0,2.4,34.4,0.6,16.5,74.9,0.6
AntonioBrown,WR,6,72.31720592,14.6,14.65,14.65,22,1.712971302,1.724949061,3.437920363,OAK,22,4,10,27.4,16,50,6.5,23,1,0,0,6.9,86.5,1,0,0,0
PhilipRivers,QB,12,72.15512669,17.8,18.812,18.812,114,2.486589364,0.936905993,3.423495357,LAC,116,8,16,122.1,71,172,17.3,114,-2,269.3,2,0,0,0,1.1,0.4,0
JoshAllen,QB,6,72.1062445,17.3,19.572,19.572,131,2.627855516,0.791289339,3.419144855,BUF,131,8,20,138.4,81,243,26.4,160,29,172.8,0.8,0,0,0,7.4,52.6,0.7
JulioJones,WR,9,71.09941717,13.3,13.56,13.56,11,1.5103659,1.819171601,3.329537501,ATL,11,2,3,12,5,29,3.3,13,2,0,0,7.1,104.8,0.5,0.1,0.8,0
RyanFitzpatrick,QB,5,70.72154232,20.7,23.932,23.932,240,3.438277128,-0.142370383,3.295906745,MIA,240,11,31,241.4,153,340,23.6,346,106,295.8,2.1,0,0,0,4.5,19,0.3
OdellBeckhamJr,WR,7,69.41590813,12.8,11.93,12.8,12,1.369099747,1.810605916,3.179705663,CLE,12,2,4,13.3,5,21,3.7,18,6,0,0,6.4,87.7,0.5,0.4,1.6,0
DavidJohnson,RB,12,69.14160644,12.3,12.27,12.3,4,1.276161489,1.8791314,3.155292889,ARI,4,1,4,7.3,1,36,4.4,6,2,0,0,3.1,27.9,0.2,16.1,58.8,0.4
MarlonMack,RB,6,69.06472713,13.4,13.83,13.83,38,1.560552559,1.587898092,3.148450651,IND,47,5,24,46,36,75,8.9,38,-9,0,0,1.4,8.6,0.1,16.3,75.7,0.8
ChrisCarson,RB,11,68.67868198,13,12.98,13,24,1.40627505,1.70781769,3.11409274,SEA,24,4,13,29,9,72,9.6,35,11,0,0,1.4,11.6,0,17.6,82.2,0.6
MichaelThomas,WR,9,68.3462474,11.9,12.38,12.38,14,1.29103161,1.793474545,3.084506155,NO,19,3,7,18,8,37,4.1,14,-5,0,0,7.8,87.8,0.6,0,0,0
MikeEvans,WR,7,68.08205967,12.4,12.53,12.53,20,1.318913088,1.742080432,3.06099352,TB,20,3,8,20.2,10,31,3.3,21,1,0,0,5.4,95.3,0.5,0,0,0
AaronJones,RB,11,67.93952327,12.1,12.6,12.6,23,1.331924444,1.716383375,3.048307819,GB,23,4,12,27.6,6,63,10.1,28,5,0,0,2.2,17.2,0.1,11.1,60.8,0.7
TravisKelce,TE,12,67.45637091,12,11.95,12,15,1.220398534,1.784908859,3.005307393,KC,15,2,1,15.4,7,37,3,20,5,0,0,6.4,83.5,0.6,0,0,0
LeonardFournette,RB,10,67.40921522,12.3,12,12.3,22,1.276161489,1.724949061,3.00111055,JAC,27,4,16,29.9,11,57,8.6,22,-5,0,0,2.8,23.1,0.1,16.6,54.9,0.6
AdamThielen,WR,12,67.26667881,12.1,12.37,12.37,25,1.289172845,1.699252004,2.988424849,MIN,28,4,11,31.2,19,64,6.3,25,-3,0,0,7.1,85.8,0.6,0.3,1.9,0
JimmyGaroppolo,QB,4,66.66169694,16,17.472,17.472,142,2.237514832,0.697066798,2.93458163,SF,142,8,21,150.8,85,206,23.6,154,12,239.3,1.7,0,0,0,2.7,11,0
JuJuSmithSchuster,WR,7,66.4766023,11.6,11.39,11.6,16.5,1.146047927,1.772060331,2.918108258,PIT,17,3,6,16.5,6,31,4.6,19,2,0,0,6.9,89.1,0.4,0.1,0.8,0
NickChubb,RB,7,66.12145313,10.9,10.76,10.9,5,1.015934366,1.870565714,2.88650008,CLE,5,1,5,7.5,1,22,4.1,10,5,0,0,1.3,9.3,0.1,12,62.3,0.5
DerrickHenry,RB,11,66.09625183,11.6,12.04,12.04,30,1.227833595,1.656423576,2.884257171,TEN,30,4,17,32.4,9,67,10.6,36,6,0,0,0.9,6.2,0,13.4,66.2,0.8
PhillipLindsay,RB,10,65.49531327,12.5,12.72,12.72,51,1.354229626,1.47654418,2.830773806,DEN,51,5,25,54.6,28,84,10,52,1,0,0,2.3,16.1,0.1,12.8,69.1,0.6
DalvinCook,RB,12,64.96286659,10.2,10.76,10.76,14,0.989911654,1.793474545,2.783386199,MIN,14,2,10,14.8,4,39,5.9,16,2,0,0,3.6,27.7,0.2,12.1,55.9,0.2
CooperKupp,WR,9,64.48464868,11.9,12.19,12.19,50,1.255715072,1.485109866,2.740824938,LAR,50,5,20,53,27,100,12.6,51,1,0,0,5,70.8,0.8,0.5,3.1,0
RobertWoods,WR,9,64.4651036,11.2,11.6,11.6,37.4,1.146047927,1.593037504,2.739085431,LAR,38,4,15,37.4,19,70,8.3,45,7,0,0,5.4,76.2,0.4,1.2,9.8,0.1
KerryonJohnson,RB,5,64.28011425,10.7,10.94,10.94,25,1.023369426,1.699252004,2.72262143,DET,25,4,14,29.2,12,53,8.4,27,2,0,0,3.2,21.3,0.1,11.8,64.1,0.3
TYHilton,WR,6,64.02238139,11.6,11.47,11.6,42,1.146047927,1.55363535,2.699683277,IND,54,5,22,58.7,46,102,12.7,42,-12,0,0,5.4,90.7,0.4,0,0,0
AndyDalton,QB,9,63.85253294,15.9,17.832,17.832,179,2.304430378,0.380136434,2.684566812,CIN,179,10,26,194.6,88,292,25.3,266,87,233.3,1.9,0,0,0,1.5,9,0
StefonDiggs,WR,12,63.635473,11,10.82,11,33,1.034522017,1.63072652,2.665248537,MIN,35,4,14,35.2,21,54,6.6,33,-2,0,0,6.8,68.1,0.6,0.7,4.1,0
KeenanAllen,WR,12,63.43287114,10.2,10.35,10.35,21,0.913702282,1.733514746,2.647217028,LAC,21,3,9,25.9,17,44,4.4,26,5,0,0,6.1,74.8,0.4,0.6,4.7,0
GeorgeKittle,TE,4,63.39389683,10.7,10.47,10.7,29,0.978759063,1.664989262,2.643748325,SF,33,4,2,33.2,17,70,7.4,29,-4,0,0,5.5,86.1,0.3,0.1,0.6,0
AJGreen,WR,9,63.12991515,11.5,11.91,11.91,58,1.203669647,1.416584382,2.620254029,CIN,73,6,30,76.5,43,127,19.7,58,-15,0,0,5.1,77.1,0.7,0,0,0
JulianEdelman,WR,10,62.8818841,11.1,10.97,11.1,43,1.053109669,1.545069665,2.598179334,NE,45,5,18,44.1,21,81,8.6,43,-2,0,0,6.2,70.8,0.5,0.8,8.9,0
JamesWhite,RB,10,62.61144755,11.8,11.55,11.8,61,1.183223231,1.390887325,2.574110556,NE,66,6,29,68.8,45,127,12.5,61,-5,0,0,5.4,46.9,0.4,5.9,26.6,0.3
ZachErtz,TE,10,62.46225019,10.3,10.27,10.3,30,0.904408456,1.656423576,2.560832032,PHI,37,4,3,36.2,19,67,9,30,-7,0,0,7.3,72.7,0.5,0,0,0
SonyMichel,RB,10,62.43415003,10.2,10.54,10.54,35.5,0.94901882,1.609312306,2.558331126,NE,36,4,19,35.5,14,70,10,46,10,0,0,0.5,3.8,0,16.1,71.6,0.5
BrandinCooks,WR,9,62.39507268,10.2,10.36,10.36,32,0.915561047,1.639292205,2.554853252,LAR,32,4,13,33,20,67,6.6,40,8,0,0,5,75.3,0.3,0.6,4.3,0.1
SamDarnold,QB,4,62.33327519,13,15.676,15.676,148,1.903680608,0.645672685,2.549353293,NYJ,148,9,22,159.6,88,246,26.9,177,29,220.4,1.3,0,0,0,3.4,10.6,0.1
AmariCooper,WR,8,61.55601094,9.4,9.82,9.82,29,0.815187728,1.664989262,2.48017699,DAL,29,4,12,31.9,18,60,7,32,3,0,0,5,66.9,0.5,0.1,1.3,0
DerekCarr,QB,6,61.46656164,13.5,15.814,15.814,160,1.929331568,0.542884459,2.472216027,OAK,160,9,25,180.2,113,265,27.5,174,14,253.1,1.2,0,0,0,1.5,2.9,0.1
MarkIngram,RB,8,61.41992942,10.1,10.4,10.4,43,0.922996108,1.545069665,2.468065773,BAL,43,5,22,43.6,14,76,10.7,44,1,0,0,1.8,14.2,0.1,11.5,53.8,0.5
TylerLockett,WR,11,61.40356667,10.3,10.06,10.3,41,0.904408456,1.562201036,2.466609492,SEA,41,5,17,43,24,82,11.8,50,9,0,0,3.6,60.3,0.6,0.8,4.3,0
ChicagoCHI,DST,6,61.26596472,12.4,0,12.4,88,1.29474914,1.159613816,2.454362956,CHI,166,9,1,160.2,95,278,25.5,88,-78,0,0,0,0,0,0,0,0
NickFoles,QB,10,61.18083165,15,17.244,17.244,194,2.195134986,0.251651151,2.446786137,JAC,194,10,27,202.3,104,330,32,205,11,282.6,1.4,0,0,0,1.8,3.4,0
TevinColeman,RB,4,60.40753833,10.1,10.33,10.33,52,0.909984751,1.467978495,2.377963246,SF,52,5,26,56.9,35,101,11,55,3,0,0,2,17.3,0.3,10.4,50,0.3
TylerBoyd,WR,9,60.16875798,10.4,10.36,10.4,56,0.922996108,1.433715753,2.356711861,CIN,56,5,23,60,31,107,12.8,56,0,0,0,5.4,73.4,0.5,0.1,0.2,0
MatthewStafford,QB,5,60.13443967,13.3,15.084,15.084,158,1.793641711,0.56001583,2.353657541,DET,158,9,24,173.4,105,268,27,176,18,236.1,1.3,0,0,0,1.6,4.4,0
WillFuller,WR,10,58.96215249,10.6,10.79,10.79,77,0.995487949,1.253836357,2.249324306,HOU,77,6,32,82.3,44,163,14.7,79,2,0,0,4.6,71.9,0.6,0,0,0
TarikCohen,RB,6,58.63337698,10.2,10.31,10.31,70,0.906267221,1.313796156,2.220063377,CHI,75,6,34,80.9,40,140,18,70,-5,0,0,4.4,45.3,0.3,6.2,27.8,0.2
KennyGolladay,WR,5,58.45463644,9.1,8.94,9.1,45.6,0.681356636,1.522798882,2.204155518,DET,46,5,19,45.6,29,105,9.1,48,2,0,0,4.7,70.9,0.3,0.1,0.5,0
AlshonJeffery,WR,10,57.76611204,9.3,9.48,9.48,61,0.751989712,1.390887325,2.142877037,PHI,61,6,26,63.7,41,95,11.7,63,2,0,0,5,64.8,0.5,0,0,0
KenyanDrake,RB,5,57.5301275,9.6,9.92,9.92,73,0.83377538,1.288099099,2.121874479,MIA,74,6,33,76.9,17,233,19.9,73,-1,0,0,3.3,29.8,0.3,7.5,33.4,0.3
OJHoward,TE,7,57.38824828,8.7,8.65,8.7,48,0.60700603,1.502241237,2.109247267,TB,48,5,4,51.5,23,89,7.5,54,6,0,0,3.4,56.5,0.5,0,0,0
JordanHoward,RB,10,57.36950185,10,10.35,10.35,84,0.913702282,1.193876558,2.10757884,PHI,88,7,37,90.4,53,179,23.6,84,-4,0,0,1.3,9.1,0,15.6,58.4,0.6
CalvinRidley,WR,9,57.32472983,8.9,8.9,8.9,53,0.644181333,1.459412809,2.103594142,ATL,57,6,24,61.2,31,96,12,53,-4,0,0,4,51.3,0.6,0.4,1.7,0
EmmanuelSanders,WR,10,57.21792082,10.6,10.07,10.6,91,0.960171411,1.13391676,2.094088171,DEN,113,8,46,118.8,53,234,28.8,91,-22,0,0,5.9,72.3,0.3,0.3,4.4,0.1
AustinEkeler,RB,12,56.90896105,9.3,9.25,9.3,66,0.718531939,1.348058898,2.066590837,LAC,71,6,31,75.6,47,185,18,66,-5,0,0,2.8,28.9,0.2,7.6,39.6,0.2
GregZuerlein,K,9,56.90032857,11.6,0,11.6,116,1.146047927,0.919774622,2.065822549,LAR,188,10,1,179.6,120,285,19.7,116,-72,0,0,0,0,0,0,0,0
JoeFlacco,QB,10,56.87298309,15.2,16.656,16.656,226,2.085839594,-0.022450786,2.063388808,DEN,226,10,29,230.8,149,331,28.8,261,35,273.9,1.3,0,0,0,2.1,5,0
MikeWilliams,WR,12,56.69817782,8.6,8.53,8.6,53,0.588418378,1.459412809,2.047831187,LAC,53,5,21,58.2,30,88,11.4,59,6,0,0,2.7,41.5,0.6,0.4,1.8,0.1
ChrisGodwin,WR,7,56.48739458,7.9,7.66,7.9,40,0.458304816,1.570766721,2.029071537,TB,40,5,16,42.2,20,81,9.6,49,9,0,0,3.7,52.6,0.4,0,0,0
JarvisLandry,WR,7,56.22427617,8.5,8.88,8.88,64,0.640463803,1.365190269,2.005654072,CLE,76,6,31,81.8,34,134,14.3,64,-12,0,0,5.1,61,0.3,0.2,3.8,0.1
LamarJackson,QB,8,56.21302052,9.9,10.764,10.764,105,0.99065516,1.013997162,2.004652322,BAL,106,7,13,108.6,55,215,21.5,105,-1,75.1,0.4,0,0,0,9.2,43.6,0.3
EricEbron,TE,6,56.14460104,9.8,10.04,10.04,90,0.856080562,1.142482445,1.998563007,IND,141,8,14,156.8,121,235,30.6,90,-51,0,0,4.1,46.9,0.8,0.2,-0.5,0.1
AdrianPeterson,RB,10,55.92411599,10.6,10.81,10.81,109,0.999205479,0.97973442,1.978939899,WAS,109,7,43,112.9,57,193,27.5,118,9,0,0,1.3,13,0.1,15.7,65.1,0.4
EliManning,QB,11,55.86024672,15,16.678,16.678,237,2.089928878,-0.116673327,1.973255551,NYG,237,11,30,242.3,158,332,25.8,334,97,268.7,1.3,0,0,0,0.9,1.3,0.1
MattBreida,RB,4,55.3382648,9.7,9.47,9.7,91,0.792882546,1.13391676,1.926799306,SF,91,7,38,95.2,55,223,33.2,106,15,0,0,1.9,18.6,0.1,10.9,58.1,0.2
MarvinJones,WR,5,54.95501548,9,9.24,9.24,85,0.707379349,1.185310873,1.892690222,DET,85,7,35,87.5,60,158,13.2,94,9,0,0,3.9,56.4,0.6,0,0,0
LosAngelesLAR,DST,9,54.15254438,10.1,0,10.1,112,0.867233153,0.954037364,1.821270517,LAR,171,9,2,168.9,105,280,20.1,112,-59,0,0,0,0,0,0,0,0
JoshGordon,WR,10,54.11402117,8.1,7.94,8.1,69,0.49548012,1.322361841,1.817841961,NE,69,6,29,70.5,41,130,19.5,69,0,0,0,3.4,61.4,0.3,0,0,0
AllenRobinson,WR,6,53.88967099,7.6,7.67,7.67,62,0.415553218,1.38232164,1.797874858,CHI,62,6,27,64.5,30,121,14.7,78,16,0,0,4.2,58,0.3,0.1,0.7,0
RobbyAnderson,WR,4,53.78072334,7.6,7.71,7.71,64,0.422988278,1.365190269,1.788178547,NYJ,64,6,28,68,33,121,14.5,71,7,0,0,3.6,53.7,0.4,0.1,-0.6,0
JaredCook,TE,9,53.61643862,7.8,8,8,72,0.476892468,1.296664784,1.773557252,NO,84,7,7,87.3,16,153,17.3,72,-12,0,0,4.3,56,0.4,0,0,0
EvanEngram,TE,11,53.5182621,7.4,7.38,7.4,60,0.365366558,1.399453011,1.764819569,NYG,60,6,5,63.5,37,131,14.1,60,0,0,0,4.1,52.5,0.3,0.3,3.3,0
MarcusMariota,QB,11,53.03479234,12.5,13.574,13.574,199,1.512968171,0.208822723,1.721790894,TEN,199,10,28,210.2,94,295,31.2,246,47,180.6,0.8,0,0,0,4.6,25.5,0.1
CurtisSamuel,WR,7,52.85466835,7.5,8.05,8.05,81,0.486186294,1.219573615,1.705759909,CAR,81,7,34,84.2,52,163,15.6,97,16,0,0,3,38,0.4,0.6,6.5,0.2
JustinTucker,K,8,52.78876623,10,0,10,124,0.848645501,0.851249137,1.699894638,BAL,189,10,2,184.2,136,289,21,124,-65,0,0,0,0,0,0,0,0
DeSeanJackson,WR,10,52.36913232,9.2,9.09,9.2,111,0.699944288,0.962603049,1.662547337,PHI,111,8,44,115.6,71,176,15.6,125,14,0,0,3.4,64.5,0.3,0.5,2.4,0.1
DJMoore,WR,7,52.06082973,6.4,6.61,6.61,58,0.21852411,1.416584382,1.635108492,CAR,58,6,25,63.1,33,133,14,65,7,0,0,3.4,49.3,0.1,0.8,10.8,0
LataviusMurray,RB,9,51.99278897,6.9,6.89,6.9,65,0.2724283,1.356624583,1.629052883,NO,65,6,28,68.1,22,143,14.4,82,17,0,0,1.4,8.8,0,8.8,36.1,0.4
DamienWilliams,RB,12,51.97062852,4.7,5,5,24,-0.080737081,1.70781769,1.627080609,KC,26,4,15,29.3,9,68,11.2,24,-2,0,0,1.4,10,0.1,3.1,16,0.3
SammyWatkins,WR,12,51.82311869,7.5,7.51,7.51,80,0.385812975,1.2281393,1.613952275,KC,80,6,33,83.4,42,151,13.4,87,7,0,0,4,51.9,0.3,0.5,5.2,0
PeytonBarber,RB,7,51.41380481,8.1,8.42,8.42,104,0.554960605,1.022562848,1.577523453,TB,104,7,42,108.1,55,205,25.5,109,5,0,0,1.3,5.8,0.1,14.6,54.4,0.3
CoreyDavis,WR,11,51.37462441,7.4,7.71,7.71,89,0.422988278,1.151048131,1.574036409,TEN,89,7,37,90.9,44,137,15,92,3,0,0,4.1,55.7,0.3,0.4,3.4,0
CaseKeenum,QB,10,51.35449126,13.4,15.304,15.304,254,1.834534544,-0.262289981,1.572244563,WAS,254,11,34,256.3,143,345,28.8,338,84,243.1,1.1,0,0,0,1.6,5.8,0.1
GeronimoAllison,WR,11,51.19590951,8.5,8.46,8.5,108,0.569830726,0.988300106,1.558130832,GB,108,7,43,112.5,71,164,17,123,15,0,0,4,60.6,0.4,0,0,0
SterlingShepard,WR,11,50.46752192,7.3,7.46,7.46,93,0.376519149,1.116785389,1.493304538,NYG,95,7,40,97.5,63,145,13.8,93,-2,0,0,4.1,54.5,0.3,0.2,2.1,0
DevontaFreeman,RB,9,50.3570928,4.5,4.55,4.55,31,-0.164381514,1.647857891,1.483476377,ATL,31,4,18,32.6,6,60,8.7,31,0,0,0,2.5,11.5,0,7,34,0
ChristianKirk,WR,12,50.29764557,6.7,7.01,7.01,85,0.292874717,1.185310873,1.47818559,ARI,87,7,36,89.3,54,137,11.8,85,-2,0,0,3.6,49.2,0.3,0.3,2.9,0
DedeWestbrook,WR,10,50.23951268,6.7,6.89,6.89,83,0.270569535,1.202442244,1.473011779,JAC,90,7,38,94.7,41,151,17.3,83,-7,0,0,4.1,44.8,0.3,0.6,6.1,0
KaimiFairbairn,K,10,50.19211196,10.6,0,10.6,164,0.960171411,0.508621716,1.468793127,HOU,209,10,7,195.5,156,302,25.4,164,-45,0,0,0,0,0,0,0,0
HarrisonButker,K,12,49.9630334,9.2,0,9.2,136,0.699944288,0.748460911,1.448405199,KC,190,10,3,185.3,109,292,18.5,136,-54,0,0,0,0,0,0,0,0
RoyceFreeman,RB,10,49.7927449,6.2,6.63,6.63,82,0.222241641,1.211007929,1.43324957,DEN,82,7,36,84.4,40,156,18.5,108,26,0,0,1,5.1,0,9.3,37.2,0.4
AlbertWilson,WR,5,49.6290784,10.1,9.42,10.1,159,0.867233153,0.551450144,1.418683297,MIA,159,9,62,173.7,110,285,35.4,234,75,0,0,3.7,55.9,0.6,1.1,2.3,0
LarryFitzgerald,WR,12,49.45965316,7.3,6.99,7.3,100,0.346778907,1.05682559,1.403604497,ARI,105,7,42,108.1,72,154,14.9,100,-5,0,0,4.3,45.9,0.4,0,0,0
DukeJohnson,RB,10,49.22864203,5.3,5.14,5.3,59,-0.024974126,1.408018696,1.38304457,HOU,59,6,27,63.4,39,109,14.1,77,18,0,0,2.9,26.8,0.2,2.5,12.6,0
WilLutz,K,9,48.74458746,9.4,0,9.4,153,0.737119591,0.602844257,1.339963848,NO,197,10,5,191.4,157,294,20.9,153,-44,0,0,0,0,0,0,0,0
BaltimoreBAL,DST,8,48.66084112,8.3,0,8.3,130,0.532655423,0.799855024,1.332510447,BAL,176,9,4,173.9,110,290,26.8,130,-46,0,0,0,0,0,0,0,0
NewEnglandNE,DST,10,48.3288187,9.8,0,9.8,166,0.811470198,0.491490345,1.302960543,NE,201,10,10,193.9,152,300,23.7,166,-35,0,0,0,0,0,0,0,0
DantePettis,WR,4,48.25370484,6.4,6.27,6.4,93,0.179490042,1.116785389,1.296275431,SF,93,7,39,96.3,49,154,19.2,104,11,0,0,2.3,38.9,0.4,0.1,-0.2,0
LeSeanMcCoy,RB,6,48.11030519,6.7,6.57,6.7,101,0.235252997,1.048259904,1.283512901,BUF,101,7,41,103.1,47,207,27.3,102,1,0,0,2.4,17,0,11.5,36.7,0.2
MinnesotaMIN,DST,12,48.00156361,7.8,0,7.8,126,0.439717165,0.834117766,1.273834931,MIN,180,10,6,173.8,138,282,21.5,126,-54,0,0,0,0,0,0,0,0
VanceMcDonald,TE,7,47.82050399,5.5,5.87,5.87,86,0.080975488,1.176745187,1.257720675,PIT,96,7,8,98.4,60,164,20,86,-10,0,0,3.3,40.7,0.3,0,0,0
StephenGostkowski,K,10,47.36251399,8.6,0,8.6,150,0.588418378,0.628541314,1.216959692,NE,196,10,4,189.8,151,291,22.6,150,-46,0,0,0,0,0,0,0,0
RyanTannehill,QB,11,47.36039544,12.9,14.516,14.516,278.4,1.688063849,-0.471292707,1.216771142,TEN,289,12,36,278.4,212,430,31.9,376,87,179.9,1.5,0,0,0,2.9,13.2,0
HoustonHOU,DST,10,47.33172105,9,0,9,159,0.662768985,0.551450144,1.214219129,HOU,186,10,7,179.5,142,293,22.8,159,-27,0,0,0,0,0,0,0,0
CourtlandSutton,WR,10,46.94892281,5.9,6.19,6.19,102,0.140455973,1.039694219,1.180150192,DEN,102,7,41,106,61,153,15.6,111,9,0,0,2.6,44,0.3,0.1,-0.1,0
BlakeBortles,QB,9,46.86943265,13.3,15.774,15.774,310.8,1.921896507,-0.748820918,1.173075589,LAR,377,13,39,310.8,267,458,57.5,372,-5,209.1,1,0,0,0,4.5,28.1,0.1
DionLewis,RB,11,46.76202654,6.4,6.93,6.93,120,0.278004596,0.885511879,1.163516475,TEN,120,8,44,128.6,69,264,26.2,129,9,0,0,3.7,25,0.1,9.7,32.3,0.1
DavidNjoku,TE,7,46.59473993,5.5,5.79,5.79,97,0.066105367,1.082522646,1.148628013,CLE,97,7,9,98.8,56,158,21.8,98,1,0,0,3.5,39.9,0.3,0,0,0
LosAngelesLAC,DST,12,46.14020292,7.6,0,7.6,141,0.402541862,0.705632483,1.108174345,LAC,178,10,5,175.6,133,367,30.1,141,-37,0,0,0,0,0,0,0,0
